movie_id,keywords
8012,hollywood
8012,gangster
8012,crime
8012,violence
8012,drug
8012,producer
8012,con
1710,police brutality
1710,psychology
1710,police operation
1710,police protection
1710,serial killer
1710,psychologist
1710,cowardliness
9691,competition
9691,assassination
9691,cia
9691,bank
9691,cat
9691,mexican standoff
9691,seattle
9691,hitman
9691,mission of murder
9691,hidden camera
9691,rivalry
9691,rescue
9691,shootout
9691,police chase
9691,sniper rifle
9691,silencer
9691,double cross
9691,caribbean
9691,detroit michigan
12665,dead animal
12665,shot to death
12665,teenage boy
12665,held at gunpoint
12665,teacher student relationship
12665,albino
12665,fainting
12665,jacobs ladder
12665,christ allegory
12665,psionic power
12665,healing power
12665,looking pale
12665,flickering light
12665,extrasensory perception
451,individual
451,prostitute
451,alcohol
451,casino
451,love at first sight
451,lovesickness
451,film producer
451,screenwriter
451,hotel room
451,dying and death
451,rage and hate
451,unsociability
451,alcoholism
451,los angeles
451,alcohol abuse
451,attempted suicide
902,clone
902,dream
902,island
902,eye
902,dystopia
902,aging
902,friendship
902,rescue
902,children
902,girl
902,childhood
9909,rap music
9909,karate
9909,high school
9909,naval officer
9909,teacher
9909,amusement park
63,schizophrenia
63,philadelphia
63,cassandra syndrom
63,stockholm syndrome
63,time travel
63,post-apocalyptic
63,dystopia
63,lethal virus
63,monkey
63,subterranean
9598,sheep
9598,pig
9598,affection
9598,piglet
9598,heroism
9598,talking animal
9598,separation
9598,german shepherd
9598,grandson
9598,talking pig
687,prison
687,rape
687,socially deprived family
687,penalty
687,death penalty
687,despair
687,death row
687,begnadigung
687,therapist
687,self-discovery
687,prison cell
687,court case
687,death sentence
687,doomed man
687,sentence
687,lethal injection
687,forgiveness
687,charity
687,mercy petition
687,rage and hate
687,unsociability
687,right and justice
687,court
687,electric chair
687,cowardliness
33689,orphan
33689,identical twin
9603,puberty
9603,high school
9603,make a match
9603,spoiled child
9603,gay interest
9603,conflict
9603,woman director
9312,martial arts
9312,monster
9312,island
9312,gore
9312,sorcerer
9312,tournament
9312,violence
9312,based on video game
9312,hand to hand combat
577,adultery
577,winter
577,obsession
577,television
577,new hampshire
577,narcissistic personality disorder
807,self-fulfilling prophecy
807,detective
807,s.w.a.t.
807,drug dealer
807,evisceration
807,lust and impulsiveness
807,rage and hate
807,pride and vanity
807,immoderateness
807,insomnia
807,investigation
807,pension
807,police
807,serial killer
10530,culture clash
10530,settler
10530,forbidden love
10530,colony
10530,musical
10530,gold rush
10530,princess
10530,romance
10530,native american
10530,animation
10530,virginia
10530,star crossed lovers
10530,reference to pizarro
10530,jamestown virginia
10530,pug dog
10530,cross cultural relationship
10530,musket
10530,animate tree
10530,indian chief
10530,based on myths or folklore
10530,17th century
10530,shamanism
10530,songs
10530,indians vs. settlers
10530,animal sidekick
10530,powhatan
10530,land claim
629,law
629,relatives
629,theft
629,criminal
629,criminal mastermind
629,hungarian
629,sibling
11448,prostitute
11448,adoption
11448,adoptive father
11448,childlessness
11448,looking for  birth parents
11448,adoptive mother
11448,independent film
11448,illegal prostitution
11448,child
11010,island
11010,letter
11010,postman
11010,fisherman
11010,poet
11359,cupboard
11359,games
11359,puppet
11359,parallel world
11359,toy comes to life
2054,composer
2054,mentor
2054,deaf-mute
2054,musical
2054,apprentice
2054,private life
2054,music
2054,disabled
10607,date
10607,slang
10607,hip-hop
10607,cousin
10607,parody
10607,hood
10607,gang
10607,social satire
10607,racism
10607,gangster
9536,biotope
9536,vegetarian
9536,pollution
10634,rap music
10634,parent child relationship
10634,rapper
10634,job
755,dancing
755,brother brother relationship
755,sexual obsession
755,showdown
755,sheriff
755,eroticism
755,nudity
755,bank robber
755,vampire
755,holy water
755,siege
755,stripper
755,priest
755,explosion
755,extreme violence
755,bank robbery
755,preacher
755,hostage situation
755,crucifix
755,recreational vehicle
755,blood spurting
755,convenience store
755,female vampire
755,mexican american border
755,nightclub entertainer
755,boa constrictor
9102,man vs machine
9102,alien planet
9102,struggle for survival
13997,nitrous oxide
13997,candid camera
13997,double act
13997,political satire
13997,crooked politician
13997,woman director
2086,assassination
2086,train station
2086,politics
2086,los angeles
12158,vampire
12158,half vampire
9283,hometown
9208,helicopter
9208,river
9208,captain
9208,underground
9208,mexican standoff
9208,countdown
9208,pilot
9208,fistfight
9208,canyon
9208,major
9208,betrayal
9208,gunfight
9208,train
9208,explosion
9208,park ranger
9208,desert
9208,military
9208,nuclear device
9208,boxing
9208,stealth aircraft
9208,abandoned mine
9208,humvee
406,paris
406,neo-nazi
406,skinhead
406,robbery
406,police brutality
406,hip-hop
406,gun
406,socially deprived family
406,breakdance
406,arabian
406,boredom
406,revenge
406,suburb
406,violence
406,police officer
406,unemployment
406,capture
406,xenophobia
13685,brother brother relationship
13685,robbery
13685,burglar
13685,language barrier
13685,motel
13685,independent film
13685,psychiatric hospital
13685,maid
13685,theft
13685,nervous breakdown
13685,escapade
13685,laundry room
9614,loss of mother
9614,loss of father
9614,golf
9614,sport
9614,taxes
688,farewell
688,adultery
688,love at first sight
688,photographer
688,wife husband relationship
688,iowa
688,love of one's life
688,mother role
688,bridge
688,housewife
688,love letter
688,peasant
688,marriage crisis
688,photography
688,unsociability
688,secret love
688,nature documentary
197,individual
197,scotland
197,in love with enemy
197,legend
197,independence
197,idealism
197,revolt
197,tyranny
103,vietnam veteran
103,taxi
103,obsession
103,drug dealer
103,night shift
103,vigilante
103,alienation
103,misanthrope
103,shot to death
103,illegal prostitution
103,loner
33542,new york
33542,martial arts
33542,supermarket
33542,gang war
33542,disabled child
33542,gang
33542,wedding
33542,diamond
33542,bronx
33542,duringcreditsstinger
11066,role of women
11066,ladykiller
11066,success
11066,ladies' man
11066,chefin
11066,casanova
11066,womanizer
11104,ex-girlfriend
11104,drug smuggle
11104,girlfriend
11104,snack bar
11104,romance
11104,hong kong
11104,pineapple
11104,expiration date
11104,flight attendant
27793,flying
27793,magic
9101,submarine
9101,u.s. navy
9101,misfit
11000,gay
11000,drag queen
11000,homophobia
11000,florida
11000,coming out
11000,senator
11000,politician
11000,lgbt
11000,crossdressing
11000,1990s
9737,miami
9737,detective
9737,handcuffs
9737,airport
9737,mexican standoff
9737,strip club
9737,witness protection
9737,car crash
9737,internal affairs
9737,gunfight
9737,explosion
9737,brutality
9737,foot chase
9737,car chase
9737,drug lord
9737,hangar
9737,loose cannon
9737,bust
9737,reference to skittles
9737,black cop
9737,badge
9737,action hero
9737,corrupt cop
10474,sport
10474,basketball
10474,addiction
10474,friends
10474,drug
568,moon
568,florida
568,nasa
568,spaceman
568,race against time
568,houston
568,based on true story
568,space
568,rescue
568,survival
568,disaster
568,explosion
568,astronaut
568,imax
568,saturn v rocket
568,courage
568,hypothermia
568,apollo program
568,cape kennedy
568,lunar mission
568,spacecraft accident
11780,scotland
11780,biography
11780,18th century
11780,highlands
11780,violent man
414,riddle
414,dc comics
414,rose
414,gotham city
414,partner
414,superhero
414,robin
414,broken neck
414,psychologist
414,violence
414,criminal
414,district attorney
414,millionaire
414,falling down stairs
414,tied up
414,tommy gun
414,beretta
414,knocked out
414,super powers
414,disfigurement
414,father figure
649,prostitute
649,adultery
649,double life
649,dual identity
649,jealousy
649,wife husband relationship
649,brothel
649,dream
649,women's sexual identity
649,fantasy
649,masochism
649,independent film
8839,halloween
8839,friendship
8839,supernatural
8839,afterlife
8839,friends
8839,danger
8839,ghost
8839,disorder
8839,young heroes
8839,imaginary
8839,supernatural ability
8839,mischievous children
10329,gorilla
10329,kongo
10329,diamond mine
10329,diamond
8963,submarine
8963,mutiny
8963,russia
8963,missile
8963,nuclear missile
8963,embassy
8963,u.s. navy
8963,battle for power
8963,torpedo
8963,military
8963,moral dilemma
8963,post cold war
8963,aircraft carrier
8963,chain of command
8963,launch code
8963,sonar
8068,gunslinger
8068,anti terror
8068,ambush
8068,mexico
8068,showdown
8068,guitar
8068,nudity
8068,hitman
8068,bartender
8068,revenge
8068,tragic hero
8068,shootout
8068,mariachi
8068,explosion
8068,extreme violence
8068,brutality
8068,drug lord
8068,leg brace
8068,concealed weapon
8068,flashback
8068,bookstore
1572,bomb
1572,taxi
1572,riddle
1572,robbery
1572,detective
1572,helicopter
1572,gold
1572,subway
1572,ship
1572,fistfight
1572,police
1572,sequel
1572,deception
1572,shootout
1572,new york city
1572,explosion
1572,violence
1572,car chase
1572,fbi agent
1572,simon says
1572,flashback
1572,dump truck
1572,aqueduct
1572,action hero
1572,federal reserve bank
6520,camelot
6520,knight
6520,king arthur
6520,excalibur
6520,knights of the round table
9073,human animal relationship
9073,whale
9073,killer whale
10428,female nudity
10428,hacker
10428,nudity
10428,computer virus
10428,virtual reality
10428,computer
10428,sexual fantasy
10428,prank
10428,internet
10428,cyberpunk
10428,teenager
10428,new york city
10428,secret service
10428,computer hacker
10428,dream sequence
9886,brain
9886,childhood memory
9886,dystopia
9886,pharmaceutical industry
9886,computer chip
9886,courier
9886,cyber
9886,cyberpunk
9482,judge
9482,post-apocalyptic
9482,dystopia
9482,based on comic
9482,police officer
9482,based on graphic novel
9482,frame up
9482,dystopic future
9482,framed for murder
9482,gene
9482,prosthetic limb
9482,post holocaust
9482,dna testing
9482,dredd
9482,2000 ad
9344,puberty
9344,first time
2293,sex
2293,game show
2293,slacker
2293,shopping
2293,mall
2293,ex-boyfriend ex-girlfriend relationship
2293,jay and silent bob
2293,silent man
2293,coke
2293,bandleader
2293,aftercreditsstinger
9070,based on tv series
9070,tokusatsu
9070,superhero team
9070,ethnic diversity
9070,super sentai
9070,power rangers
9070,mighty morphin power rangers
9070,mmpr
1642,cheating
1642,new identity
1642,computer virus
1642,chase
1642,computer
1642,stalking
11472,parent child relationship
11472,baby
11472,marriage
11472,pregnancy
11472,child wish
11980,angel
11980,archangel gabriel
11980,menschheit
10533,based on novel
10533,burning of witches
10533,puritan
10533,pregnancy
10533,period drama
10533,extramarital affair
10802,dancing
10802,female nudity
10802,go-go dancer
10802,spanner
10802,seduction
10802,striptease
10802,sexappeal
10149,smoking
10149,robber
10149,cigarette
10149,cigar
10149,laden
10149,independent film
10149,writer
9348,telepathy
9348,dna
9348,paranoia
9348,genetics
9348,instinct
9348,femme fatale
9348,alien
9348,on the run
9348,decapitation
9348,sexual attraction
9348,los angeles
9348,cocoon
9348,genetic engineering
9348,scientists
9348,alien dna
281,pornography
281,prostitute
281,rape
281,police brutality
281,dream
281,ex-girlfriend
281,future
281,bodyguard
281,rapper
281,virtual reality
281,dystopia
281,minidisc
281,police
281,ex-cop
281,murder
281,cyberpunk
281,los angeles
281,violence
281,criminal
281,private detective
281,revolt
281,woman director
5967,car mechanic
5967,letter
5967,musical
5967,war
5967,single
36834,mentor
36834,poet
36834,woman director
9090,transvestism
9090,gay
9090,new york
9090,drag queen
9090,homophobia
9090,travel
9090,road movie
9090,woman director
3512,terrorist
3512,pentagon
3512,satellite
3512,navy seal
3512,train
9560,world war ii
9560,vineyard
9560,love
9560,remake
9560,pregnancy
9560,harvest
9560,grape
9560,abandoned woman
9804,ocean
9804,tattoo
9804,mutant
9804,water
9804,dystopia
9804,doomsday
76,dialogue
76,sunrise
76,talking
76,soulmates
76,walking
76,austria
76,traveller
76,danube
76,bittersweet
76,romantic
76,vienna
11017,woman director
2292,salesclerk
2292,loser
2292,aftercreditsstinger
1909,sex addiction
1909,love
1909,mental institution
1909,patient
1909,psychiatrist
1909,don juan
8984,employee
8984,workplace
8984,sexual harassment
8984,intrigue
11929,child abuse
11929,detective
11929,based on novel
11929,bar
11929,island
11929,suspicion of murder
11929,murder
11929,suspense
11929,dysfunctional family
11929,domestic violence
11929,reporter
11929,maid
11929,anger
11929,alcoholic
11929,accident
11929,abusive father
11929,abusive husband
11929,anti-depressant
11929,bangor-maine
11929,bank account
8467,gas station
8467,motel
8467,utah
8467,stupidity
8467,pill
8467,prank
8467,cigar smoking
8467,violence
8467,criminal
8467,fired from the job
8467,clumsiness
8467,stepmother stepdaughter relationship
8467,sitting on a toilet
8467,aspen colorado
8467,parakeet
8467,defecation
8467,scooter
8467,hotel suite
8467,endangered species
8467,foolish
8467,laxative
522,individual
522,taxi
522,transsexuality
522,fortune teller
522,film business
522,film making
522,film producer
522,vororte
522,film maker
522,boxer
522,film director
522,oddball
522,celebrity
522,morphine
522,movie studio
522,los angeles
522,drug addict
522,cult director
522,theremin
522,handgun
522,trick or treating
522,actor
522,transvestite
397,paris
397,airport
397,in love with enemy
397,canadian
397,necklace
397,fear of flying
397,deal
397,vineyard
397,smuggling
15789,father son relationship
15789,pop singer
15789,musical
15789,celebrity
15789,road trip
15789,dead mother
15789,first love
15789,goofy
1024,mother
1024,sex
1024,secret
1024,obsession
1024,literature
1024,nudity
1024,fantasy
1024,passion
1024,love
1024,friends
1024,murder
1024,independent film
1024,lesbian
1024,true
1024,relationship
11777,wedding vows
11777,mathematician
11777,car mechanic
11777,comet
11777,albert einstein
11777,halley's comet
628,paris
628,san francisco
628,vampire
628,plantation
628,pity
628,bite
628,fang vamp
6280,baby
6280,medicine
6280,media
6280,pregnancy
6280,scientist
6280,science
6280,male pregnancy
6280,fertility
6280,gynaecology
6280,ceasarean birth
9061,rape
9061,black people
9061,florida
9061,professor
9061,harvard university
9061,innocence
9061,revenge
9061,suspense
11,android
11,galaxy
11,hermit
11,death star
11,lightsaber
11,jedi
11,rescue mission
11,empire
11,rebellion
11,planet
11,smuggler
11,the force
11,space opera
11,galactic war
11,stormtrooper
11,totalitarianism
9587,depression
9587,mother daughter relationship
9587,pregnant
9587,desire
9587,chalkboard
9587, nightgown
9587,louisa may alcott
9587,birth of twins
9587,woman director
19101,based on novel
19101,servant
19101,private school
19101,female friendship
19101,boarding school
19101,british
19101,school
19101,little girl
19101,orphan
19101,india
19101,rich poor
19101,father daughter relationship
19101,schoolgirl
19101,presumed dead
19101,attic
19101,imagination
19101,african american servant
19101,fantasy life
4476,brother brother relationship
4476,montana
4476,based on novel
4476,world war i
4476,journey round the world
11008,headquarter
11008,military base
11008,military service
11008,base
11008,major
11008,military spoof
11008,instructor
3036,human experimentation
3036,frankenstein
3036,remake
10510,holiday
10510,competition
10510,new love
10510,santa claus
10510,department store
10510,miracle
10510,wish
10510,christmas
8438,prison
8438,prisoner
8438,death row
8438,alcatraz
8438,lawyer
8438,courtroom
8438,murder trial
8438,1940s
8438,mistreatment
8438,public defender
8438,prisoner abuse
1945,loss of mother
1945,loss of sister
1945,twin sister
1945,autism
1945,lake
1945,kaspar-hauser-syndrom
1945,feral child
1945,forest
1945,north carolina
1945,psychologist
1945,family
241,sadistic
241,journalist
241,mass murder
241,yellow press
241,trauma
241,daughter
241,satire
241,controversy
241,controversial
241,violence
241,young couple
241,abuse
527,individual
527,slum
527,suicide
527,tattoo
527,alcohol
527,rape
527,tradition
527,loss of child
527,indigenous
527,despair
527,violent husband
527,ghetto
527,new zealand
527,maori
527,strong woman
527,lack of prospects
527,maori tradition
527,funeral
527,approved school 
527,crush
527,independent film
527,teacher
527,youth gang
527,domestic violence
527,violence
527,rebellious youth
527,alcohol abuse
527,incest
527,unemployment
6950,river
6950,general
6950,research
6950,army
6950,serum
6950,monkey
6950,epidemic
6950,medical research
101,new york
101,corruption
101,assassin
101,police brutality
101,loss of family
101,s.w.a.t.
101,immigrant
101,hitman
101,training
101,revenge
101,murder
101,loneliness
101,neighbor
101,tragic love
101,cult film
101,neo-noir
101,complex relationship
101,complex characters
680,transporter
680,brothel
680,drug dealer
680,boxer
680,massage
680,stolen money
680,crime boss
680,dance contest
680,junkyard
680,kamikaze
680,ambiguous ending
680,briefcase
680,redemption
680,heirloom
680,pulp fiction
680,reference to al green
680,theft
680,brutality
11450,television
11450,tv show
11450,manipulation
11450,manipulation of the media
11450,product placement
11450,investigation
11450,tv ratings
11450,quiz show
11450,fragen
11450,lawyer
12106,gunslinger
12106,revenge
12106,prairie
12106,shootout
12106,pistol
110,judge
110,isolation
110,mannequin
110,shadowing
110,english channel
110,geneva
110,travel
110,dog
108,paris
108,composer
108,pain
108,loss of husband
108,to compose
109,hairdresser
109,sexual frustration
109,funeral
109,business man
109,poland
22586,princess
22586,swan
2636,explosive
2636,revenge
2636,explosives expert
2164,space travel
2164,teleportation
2164,uprising
2164,shot to death
2164,androgyny
2164,space western
2164,outer space
2164,timebomb
2164,death of son
2164,nuclear weapons
2164,invented language
2164,hieroglyph
2164,egyptian mythology
2164,egyptology
11395,holiday
11395,christmas party
11395,santa claus
11395,deal
11395,christmas tree
11395,christmas
278,prison
278,corruption
278,police brutality
278,prison cell
278,delinquent
278,parole board
278,escape from prison
278,wrongful imprisonment
278,framed for murder
278,1940s
9905,roommate
9905,distrust
9905,overdose
9905,grave
9905,suspense
9905,dark comedy
9905,shallow grave
20306,independent film
9067,destroy
9067,dystopia
9067,reincarnation
9067,desert
9067,artial arts
9067,woman director
193,based on tv series
193,death
193,exploding planet
193,mountain cabin
193,solar system
12122,alien life-form
12122,village
12122,bewusstlosigkeit
12122,alien
12122,pregnancy
12122,doppelganger
1587,brother brother relationship
1587,mentally disabled
1587,iowa
1587,widow
1587,dysfunctional family
1587,independent film
9271,artificial intelligence
9271,android
9271,hologram
9271,computer program
9271,virtual reality
9271,ex-cop
9271,visual effect
9271,police training
2064,brother brother relationship
2064,chicago
2064,coma
2064,subway
2064,love of one's life
2064,brother
2064,man of one's dreams
2064,hospital
236,individual
236,becoming an adult
236,dream
236,return
236,love of one's life
236,overweight
236,province
236,bathing
236,olympic games
236,empowerment
236,boredom
236,daughter
236,friendship
3049,dolphin
3049,mascot
3049,private detective
3049,pets
2759,gay
2759,drag queen
2759,homophobia
2759,musical
2759,van
2759,australia
2759,transgender
2759,australian aborigine
10497,eroticism
10497,wheelchair
10497,married couple
10497,cruise
10497,longing
10497,marriage crisis
10497,paralysis
10497,sadomasochism
10497,voyeurism
11382,lover (female)
11382,talent
11382,mafia boss
11382,author
9331,assassination
9331,spy
9331,ambush
9331,cia
9331,helicopter
9331,based on novel
9331,usa president
9331,sniper
9331,fbi
9331,colombia
9331,drug traffic
9331,bomber
9331,mission of murder
9331,mercenary
9331,insurgence
9331,coast guard
9331,spying
9331,war
9331,car bomb
9331,drug cartel
9331,conspiracy
9331,shootout
9331,infantry
9331,violence
9331,jack ryan
9331,political cover-up
10731,suicide
10731,brother brother relationship
10731,witness protection
10731,principal witness 
10731,brother
10731,investigation
10731,search for witnesses
10731,lawyer
10731,gangster
9495,halloween
9495,arson
9495,detroit
888,manager
888,jealousy
888,bad mother-in-law
888,adoption
888,family's daily life
888,stone age
888,plan
888,friendship
888,best friend
888,dinosaur
13,vietnam veteran
13,hippie
13,mentally disabled
13,running
13,based on novel
13,vietnam
13,vietnam war
13,friendship
13,love
13,family relationships
13,bully
13,mother son relationship
13,military
13,hugging
13,shrimping
13,wounded soldier
13,flashback
13,park bench
13,amputee
712,upper class
712,love at first sight
712,wedding vows
712,marriage proposal
712,yuppie
712,love of one's life
712,lone wolf
712,snob
712,witness
712,bride
712,bridegroom
712,bridesmaid
712,funeral
712,clumsy fellow
712,friendship
712,wedding
712,gay couple
10660,waitress
10660,cop
10660,lottery ticket
10660,winning lottery
10714,indian lead
10714,tiger
10714,feral child
10714,british
10714,panther
10714,bear
10714,jungle
10714,falling in love
8587,loss of parents
8587,wild boar
8587,uncle
8587,shaman
8587,redemption
8587,king
8587,scar
8587,hyena
8587,meerkat
11596,fire
11596,kidnapping
11596,nightmare
11596,earthquake
11596,insomnia
11596,supernatural
11596,celebrity
11596,mascot
11596,alternate dimension
11596,fame
11596,hospital
11596,hollywood
11596,storytelling
11596,alternate reality
11596,self-referential
11596,reboot
11596,film industry
11596,disfigurement
11596,sleepwalking
11596,meta film
11596,dreams
11596,cameos
854,dual identity
854,bank
854,mockery
854,green
854,balloon
854,jail cell
854,norse mythology
9359,poker
9359,mississippi
9359,saloon
9359,ship
9359,native american
9359,on the run
9359,based on tv series
9359,steamboat
9359,attempted robbery
9359,cowboy and outlaw
36593,undercover
36593,spoof
36593,state prison
2788,roommate
2788,yuppie
2788,generations confilct
2788,camcorder
2788,cohabitant
2788,cabriolet
2788,fictional tv show
2788,unemployed
11011,family
11011,life raft
11011,private airplane
11011,toothbrush
11011,gluttony
11011,magnifying glass
11011,rubber boat
8987,river
8987,robber
8987,boston
8987,bank robber
8987,marriage crisis
8987,hostage-taking
8987,rafting
8987,criminal
8987,white water rafting
1637,bomb
1637,airport
1637,bus
1637,bus ride
1637,highway
1637,bomb planting
8831,martial arts
8831,time travel
8831,science fiction
8831,alternative reality
36955,spy
36955,terrorist
36955,florida
36955,gun
36955,kidnapping
36955,horseback riding
36955,florida keys
36955,secret agent
36955,terrorist plot
36955,top secret
36955,woman with glasses
36955,truth serum
36955,mushroom cloud
36955,jackhammer
36955,special agent
36955,key west
10395,adultery
10395,heal
10395,bite
10395,werewolf
12160,gunslinger
12160,gambling
12160,sheriff
12160,deputy sheriff
12160,wretch
12160,wyatt earp
12160,historical figure
12160,doc holliday
11667,dictator
11667,martial arts
11667,hostage
11667,liberation of hostage
11667,hostage-taking
11667,street fighter
11667,united nations
11667,based on video game
8011,japan
8011,new york
8011,scotland
8011,morocco
8011,good and bad
2654,small town
2654,paranoia
2654,new hampshire
2654,insanity
2654,suspense
2654,h.p. lovecraft
2654,diner
2654,author
2654,disappearance
2654,church
2654,violence
2654,gothic
2654,crucifix
2654,new england
2654,insurance investigator
2654,ghost town
2654,publisher
2654,horror novel
2758,jealousy
2758,baby
2758,brother sister relationship
2758,butler
2758,yuppie
2758,nanny
2758,summer camp
2758,guillotine
2758,uncle
10436,upper class
10436,new york
10436,lover
10436,countess
10436,lawyer
10436,19th century
13595,radio station
13595,heavy metal
13595,rock band
306,detective
306,undercover
306,security camera
306,carousel 
306,investigation
306,weapon
306,sequel
306,rescue
306,counterfeit
306,shootout
306,dirty cop
306,gunfight
306,los angeles
306,explosion
306,violence
306,foot chase
306,framed
306,car chase
306,secret service
306,amusement park
306,roller coaster
306,beverly hills
306,buddy comedy
178,terrorist
178,boston
178,fireworks
178,orchestra
178,anarchist
178,concert
178,computer
178,revenge
178,irish
178,wedding
178,explosion
178,violence
178,roulette wheel
178,capsized ship
178,belfast
178,bomb planting
178,headphones
178,flashback
178,bomb attack
178,blast
178,human bomb
4722,distrust
4722,military base
4722,remake
4722,alien
4722,escape
4722,soldier
4722,alien invasion
4722,alien infection
4722,sleeping
4722,doppelganger
4722,emotionless
1607,gambling
1607,father son relationship
1607,black people
1607,italo-american
1607,italian
1607,loyalty
1607,gangster boss
1607,funeral
1607,molotow cocktail
1607,gang leader
1607,nostalgia
1607,game of dice
1607,bus driver
1607,best friend
1607,extreme violence
1607,witness to murder
1607,hoodlum
1607,xenophobia
1607,father figure
6075,prison
6075,1970s
6075,puerto rican
6075,release from prison
6075,criminal past
6075,love
6075,night club
6075,violence
6075,drug
6075,disco
11310,nevada
11310,gold
11310,birthday
11310,treasure hunt
11310,gold bar
11310,friendship bracelet
11310,cowboy
9350,mountain
9350,rocky mountains
9350,airplane
9350,hijacking
9350,suitcase
9350,climbing
9350,heist
9350,money
9350,snow
9350,mountain climbing
9612,extraterrestrial technology
9612,alien life-form
9612,space invasion
2124,suicide
2124,california
2124,sex
2124,secret identity
2124,eroticism
2124,paranoia
2124,nudity
2124,group therapy
2124,therapist
2124,grief
2124,obsessive compulsive disorder
2124,violence
2124,psychiatrist
2124,car chase
2124,disguise
2124,mental illness
2124,color blindness
2124,voyeurism
11566,coma
11566,white house
11566,usa president
11566,apoplectic stroke
11566,doppelganger
9571,1970s
9571,texas
9571,high school
9571,comedy
9571,coming of age
9571,summer
9571,teenager
9571,period drama
9571,great soundtrack
9739,helicopter
9739,martial arts
9739,crime fighter
9739,social control
9739,museum
9739,future
9739,cryogenics
9739,utopia
9739,dystopia
9739,fistfight
9739,police
9739,psychopath
9739,betrayal
9739,shootout
9739,cyberpunk
9739,explosion
9739,violence
9739,foot chase
9739,car chase
9739,warden
9739,prison escape
9739,subterranean
9739,censorship
9739,culture shock
9739,knitting
37233,fbi
37233,law
37233,tennessee
37233,lawyer
37233,law firm
37233,bar exam
1634,social work
1634,social worker
1634,human animal relationship
1634,whale
1634,freedom
1634,best friend
1634,amusement park
1634,aftercreditsstinger
5503,chicago
5503,showdown
5503,undercover
5503,surgeon
5503,death sentence
5503,doomed man
5503,lethal injection
5503,chase
5503,remake
5503,betrayal
5503,on the run
5503,train crash
5503,escape
5503,fugitive
5503,based on tv series
5503,u.s. marshal
5503,doctor
5503,explosion
5503,home invasion
5503,disguise
5503,one armed man
5503,framed for murder
5503,flashback
5503,corrupt cop
5503,manhunt
5503,bus accident
5503,storm drain
2019,new orleans
2019,mercenary
2019,hunting human beings
2019,money
2019,drifter
2019,union
2019,sailor
2019,human prey
9255,swordplay
9255,secret agent
9255,liberation of hostage
9255,saddam hussein
9255,parody
9255,iraq war
2259,central and south america
2259,farm worker
2259,farm
2259,coup d'etat
2259,santiago
2259,paranormal phenomena
2259,domestic violence
2259,estate
2259,family estate
11934,suicide
11934,new york
11934,corruption
11934,journalist
11934,inventor
11934,undercover
11934,toy
11934,plan
11934,boss
11934,investigation
11934,company
11934,industry
11934,party
11934,money
11934,board
11934,stocks
9386,cia
9386,assassin
9386,running
9386,white house
9386,usa president
9386,bodyguard
9386,stalking
9386,election
9386,apartment
9386,secret service
9386,secret service agent
7984,bomb
7984,prison
7984,father son relationship
7984,based on novel
7984,1970s
7984,biography
7984,faith
7984,irish
7984,trial
7984,rebellion
7984,torture
7984,terrorism
7984,courtroom
329,exotic island
329,dna
329,paleontology
329,tyrannosaurus rex
329,triceratops
329,brontosaurus
329,electric fence
329,island
329,dinosaur
329,amusement park
329,theme park
329,jurassic park
10909,california
10909,journalist
10909,journalism
10909,photographer
10909,highway
10909,serial killer
10909,hitchhike
507,paris
507,prostitute
507,robbery
507,drug abuse
